"Nom du vin";"Millésime";"Couleur";"Stock";"Stock (en cave)";"Producteur";"Pays";"Région";"Appellation";"Cépages";"Format de bouteille";"Classement";"Cuvée";"Degré d'alcool";"Référence";"Tags";"Apogée";"T° de service";"Estimation";"Note";"Commentaires";"IdVin";"IdContact";"IdDocument";"IdDocumentCouverture"
"Les Thérons Pays d'Oc Faïsse du Loup";2021;"Rosé";0;0;"Domaine Les Thérons ";"France";"Languedoc-Roussillon";"Pays d'Oc";"Cinsault, Grenache";"Bouteille";"";"";12,5;"";"";;8;;;"";"c18fa2e9-315d-466b-bb27-aacf2257954b";"1dd7f29b-0b72-4962-b50f-4be1496fef1c";"a657ba85-6ea0-43a9-b6de-a79789a62dbd";"8f3cbaa2-2f55-4604-8258-f7b3add37f73"
"Les Vignerons de Tavel & Lirac Tavel Acantalys";2023;"Rosé";0;0;"Les Vignerons de Tavel & Lirac";"France";"Vallée du Rhône";"Tavel";"Bourboulenc, Carignan, Cinsault, Clairette, Grenache, Mourvèdre, Piquepoul Gris, Syrah";"Bouteille";"";"";13,5;"";"";;12;8;;"";"ecb49b88-a51e-40d0-a697-38dc91266690";"1f824541-bafa-459a-811f-a8ab3c197a5b";"25792dcf-d04f-48fc-8923-e118a3bcfc52";""
"Les Vignobles Foncalieu Prestige";2019;"Rouge";0;0;"Les Vignobles Foncalieu";"France";"Languedoc-Roussillon";"Fitou";"Carignan, Grenache, Syrah";"Bouteille";"";"";14;"";"";;15;;;"";"a70be0fb-7f3d-4cba-b6bc-39c43efc6150";"3446b487-4a60-45fe-ba29-6d9a088ee579";"066d5ebd-d878-4e31-8332-f394f0594289";""
"Les Vins du Littoral Muscat Sec";2017;"Blanc";0;0;"Les Vins du Littoral";"France";"Languedoc-Roussillon";"Pays d'Oc";"";"Bouteille";"";"";;"";"";;;;;"";"61141e66";"5cd83c6f";"66cf25de";""
"Lionel Osmin & Cie Villa Chambre d'Amour";2021;"Blanc";0;0;"Lionel Osmin & Cie";"France";"Vin de France";"";"Gros Manseng, Sauvignon Blanc";"Bouteille";"";"";10,5;"";"";;10;14;;"";"35e2b12d-5bde-403b-8a9e-aa612ce94ded";"014a91b5-4daa-4462-abca-ccf6c1c29e50";"b8cc6fee-608a-4c53-9529-75b3f80ca0b9";"68ef5eb5-b55c-4ec2-9a64-b208c54c0cb1"
"Macon Ige Saint Germain";2021;"Rouge";0;0;"";"France";"Bourgogne";"Mâcon";"";"Bouteille";"";"";;"";"grand frais,";;;;;"";"da35548b-ca06-42ce-8271-414c098928be";"";"f90d4145-d874-46ed-aafb-a5dfb9b882fc";"77fbc130-ff1c-41f9-8bff-bd744a5ad632"
"Maison Bianca";2021;"Rosé";0;0;"";"France";"Corse";"";"";"Bouteille";"";"";;"";"";;;;;"";"3b60380b-abf1-4a9e-9b44-ed545ef2d26a";"";"737d9a14-9ff6-44da-88f6-14abbdd8de56";"b0dc75b9-99f7-4693-b174-0cba6148dd71"
"Maison Bianca";2022;"Rouge";0;0;"";"";"";"";"";"Bouteille";"";"";;"";"";;;6;;"";"8218f783-7979-462b-8d47-ee3ebd5fc193";"";"b36cba30-8c8b-49ab-ba82-d2a23e1ba4e8";"d2e8007b-a1b8-4152-af3f-cfc754281ebb"
"Maison Bouey Chateau Brandeau Bordeaux Supérieur";2016;"Rouge";0;0;"Maison Bouey";"France";"Bordeaux";"Bordeaux Supérieur";"";"Bouteille";"";"";;"";"";;;;;"";"0e5c2bd0";"26b09993";"08f00404";""
"Maison Pettermann Alsace Riesling Cuvée Particulière";2024;"Blanc";0;0;"Maison Pettermann";"France";"Alsace";"Alsace";"Riesling";"Bouteille";"";"";12,5;"";"";;8;;;"";"f84127e8-4fb0-4d96-85f5-e5871acea57d";"d23bf273-7d43-497c-8608-1ffbed4b1630";"d0b92429-b903-4797-a152-c95e557b9ea3";""
"Maison Viallet Vin de Savoie Apremont";2022;"Blanc";0;0;"Maison Philippe Viallet";"France";"Savoie";"Vin de Savoie";"Jacquère";"Bouteille";"";"";11,5;"";"";;8;;;"";"91f183cb-01b1-418c-a08b-1b83eee44cbb";"7bc8841e-0c06-4641-a7ae-c5d932d68a50";"3398f207-b6e8-4394-b413-896b58456bbb";""
"Margaux Marquis de Mons";2016;"Rouge";1;1;"Château La Tour de Mons";"France";"Bordeaux";"Margaux";"Cabernet Sauvignon, Merlot, Petit Verdot";"Bouteille";"";"";;"";"papa anniv ludo 2021,";;16;20;;"";"e3eb7d95-17cc-4b64-bf85-91ce0167954d";"0bd0edd2-466c-44a4-a707-851124c1ce0f";"9db2138b-994c-465a-9b71-98890b650d28";""
"Marqués de Cáceres Crianza";2016;"Rouge";0;0;"Marqués de Cáceres";"Espagne";"Rioja";"Rioja";"90% Tempranillo, Graciano, Grenache";"Bouteille";"";"";;"";"";;16;;;"";"a628294f-c4cf-4ffc-afec-f1549fa9acd5";"b1a33f60-eaf8-4244-bf1d-98edc0a3f309";"9d5b7abc-2201-476a-976c-6f7225277b18";""
"Marsuret Brut Prosecco Treviso";;"Effervescent";0;0;"Marsuret";"Italie";"Veneto";"Prosecco";"Glera";"Bouteille";"";"";11,5;"";"";;10;;;"";"5d7a6159-834e-4437-a90c-21d21bc91c35";"6ce05958-d339-4b0e-af66-94dba973b893";"08acf4fb-1782-4843-9a9c-cd6612bb4f02";""
"Massif D'Uchaux";2021;"Rouge";1;1;"";"France";"Vallée du Rhône";"Côtes du Rhône Villages";"";"Bouteille";"";"";;"";"";;;8;;"";"1dd64cff-9c6d-446d-aa79-8a6fbd5b9f50";"";"3d5d9d31-fc40-4244-b7a8-5748058b7625";""
"Mateus Portugal Rosé";;"Rosé";0;0;"";"Portugal";"";"";"";"";"";"";;"";"";;;;;"";"024eed65-f291-477b-a2b3-62ca13c3e37e";"";"cf157d11-d2e0-4982-ac26-f017ab80ef9e";"5309d8ce-8096-4595-9417-cfbd46ea17be"
"Medoc Maureilhan";2019;"Rouge";0;0;"";"France";"Bordeaux";"Médoc";"";"Bouteille";"";"";;"";"noel,2021,Virgile,";;;;;"";"36af58dc-1dd2-4171-9011-c007e11d0479";"";"f2738f6e-5e77-4251-96fe-58e8040a33bb";""
"Moscato Dezzani";;"Rouge";1;1;"";"";"";"";"";"Bouteille";"";"";;"";"";;;7;;"";"db2d1ccd-826b-48df-9c11-d5dbcd30c215";"";"7deb55ea-19f4-443e-81aa-c4680f2dae84";"bc27f109-2af1-43ed-a350-cc8597483f49"
"Mouton Cadet Baron Philippe de Rothschild";2012;"Rouge";0;0;"Mouton Cadet";"France";"Bordeaux";"Bordeaux";"";"Bouteille";"";"";;"";"";;;;;"";"ac8867ce";"a7f47a9e";"ad7b848b";""
"Mouton Cadet La Bergerie";2022;"Rouge";1;1;"Baron Philippe de Rothschild";"France";"Bordeaux";"Bordeaux";"Cabernet Franc, Cabernet Sauvignon, Merlot";"Bouteille";"";"";14,5;"";"";;16;15;;"";"d6ec3872-4c3b-4be1-a8bf-74c979196281";"bc812e98-1b8d-4bf8-85eb-ef7608850c7e";"661f658c-25e5-472c-bb38-d139a50ca4b4";""
"Mouton Cadet Réserve Sauternes";2008;"Liquoreux";1;1;"Mouton Cadet";"France";"Bordeaux";"Sauternes";"";"Bouteille";"";"";;"";"";;;;;"";"f839e83d";"a7f47a9e";"6e6ff257";""
"Mr Chardo";2023;"Blanc";0;0;"";"France";"Vallée de la Loire";"";"Chardonnay";"Bouteille";"";"";;"";"";;;4,5;;"";"f891c470-0266-46ff-9d77-e36c322f7d49";"";"1bf68b00-7c52-4ccd-90bd-084c9df4a117";"1c91766f-1a64-4c01-b35d-8c4237a29e03"
"Mythique Languedoc";2022;"Rosé";0;0;"";"France";"Languedoc-Roussillon";"Languedoc";"";"Bouteille";"";"";;"";"";;;;;"";"737cf15d-6d1d-4081-9a1c-2f4793e70abe";"";"d0a9eccc-b1fc-47c9-891e-4a8489d724ca";"e34917ce-9541-4a9f-b848-68ea208dba69"
"Méditerranée Les Coteaux Du Rhone";2020;"Rosé";0;0;"";"France";"Vallée du Rhône";"Côtes du Rhône";"";"Bouteille";"";"";;"";"";;;;;"";"98b1bb2d-1ebb-425f-a6c9-dfe249901e1d";"";"5f83586b-f341-41f7-b780-3e914e07aa9b";""
"Nero D'avola Le Morre";;"Rouge";0;0;"";"Italie";"Sicilia";"";"Nero d'Avola";"Bouteille";"";"";;"";"";;;8;;"";"a6d7b8ae-f847-4791-9487-471a554f244d";"";"368fece4-b52d-41d1-8497-7e7a672993e9";"1f362dd9-0940-438d-9ab6-62e6199e116d"
"Nero D'avola Piantaferro";2022;"Rouge";0;0;"";"Italie";"Sicilia";"Avola";"";"Bouteille";"";"";;"";"";;;;;"";"fc78d061-4692-471c-87dc-1956cd947e01";"";"605483db-8406-4506-9ddb-bce33718011f";"77d4a2d0-adfc-4250-982a-1e298937d4fd"
"Nicolas Potel Corton-Charlemagne Grand Cru";2008;"Blanc";0;0;"Nicolas Potel";"France";"";"";"";"Bouteille";"";"";;"";"";;;;;"";"1bc54f19";"86217c7e";"1ad0ecdd";""
"Oeuf Bleu";2021;"Blanc";0;0;"";"France";"Sud-Ouest";"";"Viognier, Roussanne";"Bouteille";"";"";;"";"";;;;;"";"8ed1aab6-90c1-473a-8c08-07f0aa1f9322";"";"1be79dbc-b507-47f8-8d23-405ddccf225b";"48c216f9-85bf-4329-9097-0a802cff685a"
"Pascal Bouchard Petit Chablis Blancs Cailloux";2023;"Blanc";0;0;"Domaine Pascal Bouchard";"France";"Bourgogne";"Petit Chablis";"Chardonnay";"Bouteille";"";"";12,5;"";"";;9;14;;"";"0e8dc93e-43af-42c9-8532-82701f931e64";"093d1c91-85c6-438b-af55-3a0995a5addb";"86acbad1-a16e-43b7-a63c-b217f962727d";""
"Patrimonio Mulinu Biancu";2022;"Rouge";1;1;"";"France";"Corse";"Patrimonio";"10% Grenache, 90% Nielluccio";"Bouteille";"";"";;"";"";;;9,5;;"";"6056be7f-f4be-4f24-b0e5-fe2131858b66";"";"69847d28-a878-4338-beec-6483be83156a";"d28f3961-b5ad-4b40-8a81-bc5e42d79a29"
"Perle des évêques Dietrich Girardot";;"Blanc";0;0;"";"";"";"";"";"";"";"";;"";"";;;;;"";"77a2d165-0118-4e9e-a8e9-73ba70863c7c";"";"9748eb9d-65ef-4d81-8f43-7d1faa17c983";"a76b422e-8f3e-4e90-b31a-ff7df5446256"
"Pfaffenheim Pinot Blanc Grande Réserve";2022;"Blanc";0;0;"";"";"";"";"";"Bouteille";"";"";;"";"";;;;;"";"f782f3df-3835-4e1d-bc5d-95cf3cd7c253";"";"97239321-ebf5-477b-a085-cf6ae0b7ca35";""
"Pierre Chanau Beaujolais Village Vieilles Vignes";2023;"Rouge";0;0;"";"France";"Beaujolais";"Beaujolais Villages";"";"Bouteille";"";"";;"";"";;;6;;"";"6e21704e-1904-44e0-9528-4555b320fffb";"";"206cb227-94d2-48b6-9c28-f8f0e7026bbe";""
"Pierre Chanau Cabernet d'Anjou";2019;"Rosé";0;0;"Pierre Chanau";"France";"Vallée de la Loire";"Cabernet d'Anjou";"Cabernet Franc";"Bouteille";"";"";11,5;"";"";;8;;;"";"4fc861bc-1b92-4855-8163-19930a4a87e4";"ca59de9a-c398-4e5a-b11f-4208a697532d";"e9278b19-c1fa-4461-bae6-ba7830a6dd99";""
"Pierre Chanau Rosé d'Anjou";2022;"Rosé";0;0;"Pierre Chanau";"France";"Vallée de la Loire";"Rosé d'Anjou";"Gamay, Grolleau";"Bouteille";"";"";11;"";"";;7;;;"";"1f7a40c8-2c87-45de-8048-239399fdff07";"ca59de9a-c398-4e5a-b11f-4208a697532d";"d4504bd1-94b3-4574-9292-3663874e3896";""
"Pierre Chanaud Alsace Pinot Blanc";2023;"Blanc";0;0;"";"France";"Alsace";"Alsace";"Pinot Blanc";"Bouteille";"";"";;"";"";;;5;;"";"99b5facb-39fe-4051-a53b-2d530a8cfb83";"";"98ec0663-5e2d-4900-bb3c-f906315cf233";"47c02b24-5bf1-44be-9576-dd68802f6596"
"Pineau Bernard Jacob";;"Autre";1;1;"";"France";"Sud-Ouest";"Pineau des Charentes";"";"Bouteille";"";"";;"";"";;;8;;"";"9d144d62-de38-4e49-a5c5-7fdfbeac8bac";"";"d3edd767-cd1c-411f-8d1e-5b4727fbcf95";""
"Pinot Gris 7 Talents";2021;"Blanc";0;0;"Cave Vinicole de Hunawihr";"France";"Alsace";"Alsace";"Pinot Gris";"Bouteille";"";"";14;"";"2022,auchan,";;8;5;;"";"34a9b6ac-31dc-417f-9e74-4f0985ba2ad1";"21baff02-bdf6-45dc-9687-9dac67c3ca0d";"3795354d-0dad-4e23-97f9-81127d5ee199";"1cfa1967-dd57-4053-b09e-f2431439a511"
"Pinot Gris 7 Talents";2023;"Blanc";0;0;"Cave Vinicole de Hunawihr";"France";"Alsace";"Alsace";"Pinot Gris";"Bouteille";"";"";;"";"";;8;;;"";"a176eba6-090a-4b2c-a182-2eeddde2653f";"21baff02-bdf6-45dc-9687-9dac67c3ca0d";"92c694b3-bc1e-4c4b-a175-ed223554e793";"389d4efb-8fe6-4de7-8ae8-3b04b2c052b2"
"Pinot Gris Domaine Sommy (Fey Moselle)";2021;"Blanc";0;0;"";"France";"Moselle";"";"Pinot Gris";"Bouteille";"";"";;"";"";;;;;"";"3bff7e19-9af1-4b4b-a8c0-117fc2731bf2";"";"d9ced16c-bb86-4ca6-9612-247f843bf0b5";"458cfe63-10ca-493a-a1ae-99d3b33eddb0"
"Pinot Gris Les Maquisards Louis Irion Riquewihr";2022;"Blanc";0;0;"";"France";"Alsace";"Alsace";"Pinot Gris";"Bouteille";"";"";;"";"";;;;;"";"5f68eaeb-9d73-4109-800a-36626ce64e8a";"";"84616191-6f10-4a63-bbb4-e60c0a7176ae";""
"Pinot Gris Ollwiller Joseph Scheer";2015;"Blanc";0;0;"";"France";"Alsace";"";"";"";"";"";;"";"";;;;;"";"f95a036f-0955-4728-bb5e-6952cfe7e48e";"";"4d027529-07e6-4a5a-8c13-49a8357b0bd7";""
"Pinot Noir Confrérie Saint Etienne";2019;"Rouge";1;1;"";"France";"Alsace";"";"Pinot Noir";"Bouteille";"";"";;"";"";;;12;;"";"57ff5dec-6583-4626-a1b8-b99c4d0a5bfe";"";"76067370-1a99-4897-ac6b-4a1d6515880f";"33c40281-77aa-4f84-925d-4008b29bc408"
"Pinot Noir Dietrich Girardot";2015;"Rouge";0;0;"";"";"";"";"";"Bouteille";"";"";;"";"";;;;;"";"62374f04-49f0-49c5-8435-9105bf47cda1";"";"49eef91a-78f1-40a4-b6f3-faf746d41fb8";"9deef19a-1153-4228-9e52-3dfbb2ff0387"
"Pitchouline";2022;"Rouge";0;0;"";"France";"Vallée du Rhône";"Côtes du Rhône";"";"Bouteille";"";"";;"";"";;;7;;"";"1b866b4f-e355-43ab-8e39-7758c43f7601";"";"5af72688-6e40-4f5c-b716-d46aece6fcc0";"80863b79-9ce1-4dd2-bf69-523802ecd5c9"
"Pitchouline";2022;"Rouge";1;1;"";"France";"Vallée du Rhône";"Côtes du Rhône";"";"Bouteille";"";"";;"";"";;;;;"";"31aa5abb-874f-4811-a65b-0daa86958157";"";"ef1ed317-9037-4a09-9a5b-e1c53558979a";""
"Pomerol Château Grand Moulinet";2019;"Rouge";0;0;"";"France";"Bordeaux";"Pomerol";"";"Bouteille";"";"";;"";"Pâques,2022,paul,";;;28;;"";"78f3d956-b268-4862-8c9f-71ae9dd0ab96";"";"32c77c14-58e6-4a72-91b6-021abe6efcba";""
"Prieur Barsanne Côtes du Roussillon";2019;"Rouge";0;0;"Prieur Barsanne";"France";"Languedoc-Roussillon";"Côtes du Roussillon";"";"Bouteille";"";"";;"";"";;16;;;"";"ad8863e4-a29b-4048-aadc-8e34504f86ff";"ffdd7e3f-64c4-4118-a6b9-d8fa0c36517e";"5ed6bced-2ba5-4597-868b-fe260c341bbc";""
"Prieur Barsanne Languedoc";2022;"Rosé";0;0;"Prieur Barsanne";"France";"Languedoc-Roussillon";"Languedoc";"";"Bouteille";"";"";13;"";"";;10;2,99;;"";"e344b519-0dff-46d4-9cb8-bfbda7ac7fde";"ffdd7e3f-64c4-4118-a6b9-d8fa0c36517e";"02e2942a-f450-407c-a0c9-a847cac8bfc4";""
"Prosecco Monetto";;"Effervescent";1;1;"";"Italie";"Friuli-Venezia Giulia";"Prosecco";"Prosecco";"Bouteille";"";"";11;"";"";;;;;"";"88714b4a-4ebb-4179-99e6-21a4930fba57";"";"199f13b6-df15-4b8c-8194-b61fd0511195";"02c07738-f0b9-4b14-a266-8e7eb83016c5"
"ravasqueira";2020;"Rouge";0;0;"";"Portugal";"";"";"";"Bouteille";"";"";;"";"";;;;;"";"ba7324d6-5cf1-4682-aa00-29f9569ff119";"";"e34b42da-92d0-4195-99d3-6f2ac921efff";"0b4a8490-91fa-4e43-ad9e-85ea9f0172a3"
"Rhonéa Ventoux Passe Colline";;"Rouge";0;0;"";"";"";"";"";"";"";"";;"";"";;;;;"Leclerc celine 6 juin 2020";"69b90cf9-0e55-4562-9964-5e49256f0f1a";"";"0709e839-afce-4102-8a8a-55c878f1000a";"3c5d5ec7-b90a-4d88-897c-db1b5701d8f0"
"Rhubarbe";;"Effervescent";1;1;"";"France";"";"";"";"Bouteille";"";"";;"";"";;;;;"";"3be5230e-1280-4f7d-9624-053c1db37086";"";"";"3564498d-42a5-4bcc-a4d5-e3995afb31a0"
"Riccadonna Prosecco Extra Dry";;"Effervescent";1;1;"Bersano & Riccadonna S.p.A.";"Italie";"Veneto";"Prosecco";"Prosecco";"Bouteille";"";"";11;"";"";;6;;;"";"8ee783d9-bd91-4493-b12e-f08aab9f9320";"c2f7dfac-4b7c-4f51-92e7-70907fc0a48f";"efd4c573-3ec7-4092-8acc-2f1191762064";""
"Richebon Pauillac ";2016;"Rouge";1;1;"";"France";"Bordeaux";"Pauillac";"";"Bouteille";"";"";;"";"papa anniv ludo 2021,";;;20;;"";"b7d45eab-4007-4ae2-9a90-df00de72324a";"";"";"57732d1c-5596-4bc5-95da-8d47495eb555"
"Rieutort";2013;"Blanc";1;1;"";"France";"Sud-Ouest";"Côtes de Gascogne";"";"Bouteille";"";"";;"";"";;;16;;"";"372677af-a669-4055-8b83-f3c60dcc8290";"";"d695b42f-efbb-4042-ae8a-0e491c4d0281";"40ab8420-c90e-432e-858f-5da5e52f56c8"
"Rieutort Gros Manseng";2014;"Blanc";0;0;"Rieutort";"France";"Sud-Ouest";"Côtes de Gascogne";"";"Bouteille";"";"";;"";"";;;;;"";"96b61a90";"64f24403";"7dce6c89";""
"Rière Cadène Via Augusta";2021;"Blanc";0;0;"Domaine Rière Cadène";"France";"Languedoc-Roussillon";"Côtes du Roussillon";"Grenache, Syrah";"Bouteille";"";"";13,5;"";"";;16;12;;"";"27c1aeea-585b-472a-b86c-3535dfd0cd94";"82cdf635-36fe-431a-8dff-d4bb52f79687";"a55f735f-1fa2-4023-b884-fb4840bb4ff9";"3de9f667-b82a-4422-95c1-38a6d370645e"
"Roche Mazet Les Accords Chardonnay & Viognier";2021;"Blanc";0;0;"Roche Mazet ";"France";"Languedoc-Roussillon";"Pays d'Oc";"Chardonnay, Viognier";"Bouteille";"";"";12,5;"";"";;10;3,52;;"";"98671534-e28b-40c4-8fb9-b6f8ae82ca15";"0b8b77ac-a08a-4bab-8acc-9ca58ddc2447";"a8658100-29fe-4418-9df1-c10968105103";""
"Roche Mazet Pays d'Oc Les Accords Chardonnay & Viognier";2022;"Blanc";0;0;"Roche Mazet ";"France";"Languedoc-Roussillon";"Pays d'Oc";"Chardonnay, Viognier";"Bouteille";"";"";12,5;"";"";;10;7;;"";"ec17a0c9-f2ef-440c-afd8-6c608fe4ae0b";"0b8b77ac-a08a-4bab-8acc-9ca58ddc2447";"e4435557-6a2f-4efd-87b0-eaae46d8eebc";""
"Rokh Des Meduli";2021;"Rouge";0;0;"";"France";"Bordeaux";"Médoc";"";"Bouteille";"";"";;"";"";;;7;;"";"64bfb52c-3714-4db8-b810-20205820af67";"";"f2c6dbd1-624b-4f8a-8682-a77c2c766c32";""
"Romain Duvernay Beaumes de Venise";2021;"Rouge";0;0;"Romain Duvernay";"France";"Vallée du Rhône";"Beaumes de Venise";"75% Grenache, 20% Syrah, 5% Mourvèdre";"Bouteille";"";"";14,5;"";"";;16;;;"";"6e730f82-ed30-4fa3-9862-2f4aed0653fa";"f29c0fe0-ee60-49aa-9c27-537c1df595aa";"eadc40fe-8ba4-47f7-9bea-9f9a8aec735b";""
"Romain Duvernay Costières De Nîmes";2020;"Rouge";0;0;"";"France";"Vallée du Rhône";"Costières de Nîmes";"";"Bouteille";"";"";;"";"cora,foetz,2022,";;;;;"";"5ee8ff8c-1f22-4f10-908e-f4c941fcaa20";"";"";"a7f9fcd4-4a68-4c65-8136-57a4b427e984"
"Roques Mauriac";2018;"Rouge";0;0;"";"France";"Bordeaux";"Bordeaux";"";"Bouteille";"";"";;"";"leclerc express";;;;;"";"d41679fe-3858-457b-9886-f6366681e775";"";"abbc3700-7e27-46ef-aad6-d9fc8c3d750d";""
"Rosato Trevenezie";2023;"Rosé";0;0;"";"Italie";"";"";"";"Bouteille";"";"";;"";"";;;2;;"";"bf1489ce-bdb4-4359-b566-75b6b287faf0";"";"94532095-3371-458c-b3a4-79e0bd035b03";""
"Rose D'alsace Maison Petterman";2022;"Rosé";0;0;"";"France";"Alsace";"";"";"Bouteille";"";"";;"";"";;;;;"";"500c181a-9259-4645-bd7f-042084c53d1c";"";"6421d09d-ba38-435d-8a55-df2914d5fcec";"04f32c0d-3915-40d8-895c-1ef42d8c9205"
"Rosé Casal Garcia";2022;"Rosé";0;0;"";"Portugal";"";"";"";"Bouteille";"";"";;"";"cora,foetz,2022,";;;7;;"";"8f6451d1-d89c-4074-833e-c23b74e74901";"";"";"a1323754-8593-4a5f-b7eb-087d9448b7c9"
"Rosé Des Plages";2022;"Rosé";0;0;"";"";"";"";"";"Bouteille";"";"";;"";"";;;;;"";"32f11ba2-4cca-40b4-9e01-a63cb16ae902";"";"40c56298-809e-46ed-b749-fb6976db5f10";"a10963d1-d120-40eb-af19-9df786e8cb76"
"Rosé Méditerranée";2023;"Rosé";0;0;"";"France";"Provence";"";"Grenache, Syrah";"Bouteille";"";"";;"";"";;;;;"";"3df6685d-b302-4c4f-8d49-13c1a950f454";"";"be717d16-e123-4ae5-b6f6-cdc65d611ec3";""
"Rouffiac";2019;"Rosé";0;0;"";"";"";"";"";"Bouteille";"";"";;"";"";;;;;"";"6b792a83-9478-4416-a22a-377439d9c502";"";"d107f5f5-af92-4c82-9ddd-a2ab3c40d42d";"9bb8611d-6133-4cd3-ae95-02e9da6b35bd"
"Saint Croix Ventoux";2019;"Rosé";0;0;"";"";"";"";"";"Bouteille";"";"";;"";"";;;;;"Leclerc celine 6 juin 2020";"42089edf-7492-44ad-b4d2-6306b35f2674";"";"a1a53afe-4849-43eb-a866-5b8ae1710312";"a9151c30-6750-4f8a-abb0-05aab73b4f02"
"Saint Veran Coeur De Silex";2020;"Blanc";0;0;"";"France";"Bourgogne";"Saint-Véran";"";"Bouteille";"";"";;"";"celine,2022,grand frais,";;;;;"";"5136497b-db51-4321-be60-4400b5affb36";"";"fe51cb51-f0b0-469a-8809-27af9398ea28";""
"Saint Veran Les Cras";2021;"Blanc";1;1;"";"France";"Bourgogne";"Saint-Véran";"";"Bouteille";"";"";;"";"";;;20;;"";"36a069c0-178e-4ae9-b48a-98bd6a06c46b";"";"687ee940-037e-4af6-8af5-d7ae5c9b734a";"c330a77b-b24b-478c-b6ec-2d69e7f91b01"
"Saint Émilion Grand Cru - Château Vieux Larmande";2018;"Rouge";0;0;"Château Vieux Larmande";"France";"Bordeaux";"Saint-Émilion Grand Cru";"Cabernet Franc, Merlot";"Bouteille";"";"";14;"";"";;16;20;;"";"33a54ac5-d974-4f96-b5f2-503ffe59f117";"18fe122f-4dc4-4d49-8c1a-d941e37d7b86";"7f2bab76-6ac8-4436-b0e7-9bc61cd04c9a";""
"Saint-Michel Grande Réserve Gaillac";2016;"Rouge";0;0;"Saint-Michel";"France";"Sud-Ouest";"Gaillac";"";"Bouteille";"";"";;"";"";;;;;"";"70f9c6b3";"fa7439bd";"59bcde79";""
"Sainte Victoire Henri Bonnaud";2024;"Rosé";0;0;"";"France";"Provence";"Côtes de Provence";"";"Bouteille";"";"";;"";"";;;9;;"";"827a1fde-d871-4cf0-a5e1-7e756a55c4f2";"";"cc393385-6a02-4f8e-acaa-46e9afd5bcfd";"015e58cd-f30a-45bd-a28e-3e3353020a9f"
"Sauvignon Blanc L'artisan";2021;"Blanc";0;0;"";"France";"Languedoc-Roussillon";"Pays d'Oc";"Sauvignon Blanc";"Bouteille";"";"";;"";"";;;6,6;;"";"06ea64e0-b850-4a59-965c-8206ec724418";"";"a525194c-a8c9-4706-9fd9-65baaabadf1c";"f29cdbc8-e1c6-4329-af4e-6bd6b161ca84"
"Savoie Abymes Vieilles Vignes";2024;"Blanc";0;0;"";"France";"Savoie";"Vin de Savoie";"";"Bouteille";"";"";;"";"";;;7;;"";"8684d52e-692e-4b0c-a86b-29c010d402ea";"";"683718f4-a82f-47c2-831b-aa67c271e0f2";"5ac1833d-9282-45b5-9922-4bec3a80ed4d"
"Secret de Berticot Sauvignon";2022;"Blanc";0;0;"Berticot";"France";"Sud-Ouest";"Côtes de Duras";"Sauvignon Blanc";"Bouteille";"";"";12;"";"";;10;4,67;;"";"c70160a3-6344-4b3f-8f57-55f32766a6a3";"89913ef5";"2891e7a6-bdf9-48e0-8250-d1a1d83cf264";""
"Signé Bourgogne Bourgogne Chardonnay";2024;"Blanc";1;1;"Signé Bourgogne ";"France";"Bourgogne";"Bourgogne";"Chardonnay";"Bouteille";"";"";12,5;"";"";;11;10;;"";"30c7dd61-7dac-4862-97fc-b712ca766065";"8d599f28-bf00-4d91-8160-6520c34e8738";"8cc0aef8-07e8-479e-8191-f5ca29e11e87";""
"Silex Saint Veran";;"Blanc";0;0;"";"France";"Provence";"";"";"";"";"";;"";"";;;;;"";"db22d3d9-fd40-4798-8056-3406c68d91bf";"";"9314db15-ee5f-4607-a037-361b753f922e";""
"Somló - Tornai Olaszrizling";2022;"Blanc";0;0;"";"Hongrie";"";"";"";"Bouteille";"";"";;"";"";;;8;;"";"39dd2300-c14b-48b5-b521-dcf4078b1c7d";"";"";""
"Sophie Schaal Alsace Pinot Gris";2024;"Blanc";0;0;"Schaal Alsace";"France";"Alsace";"Alsace";"Pinot Gris";"Bouteille";"";"";13;"";"";2025/2035;10;;;"";"2bb429a7-a545-4db9-9c2b-f1024ebf0284";"d4eeeed3-349c-4691-ba37-79eefb14397f";"90531665-0f08-4d80-8a83-26948e2c3ed5";""
"Soupçon de Fruit Rosé d'Anjou";2023;"Rosé";0;0;"Philippe de Charmille";"France";"Vallée de la Loire";"Rosé d'Anjou";"Cabernet Franc, Cabernet Sauvignon";"Bouteille";"";"";11;"";"";;10;5;64;"";"7e621970-a3ac-4998-99ae-24df9eb580be";"62e0820c-d2f8-48b1-b7c6-6fce9adb89e4";"bdf150af-ee4d-4105-aa39-d8426e87646c";""
"Stéphane Brocard - Closerie des Alisiers Bourgogne Pinot Noir";2017;"Rouge";0;0;"Stéphane Brocard - Closerie des Alisiers";"France";"Bourgogne";"Bourgogne";"";"Bouteille";"";"";;"";"";;;;;"";"d2b79fe6";"68e2c952";"dd2998b9";""
"Tavel Domaine Amido Les Baussieres";2022;"Rosé";0;0;"";"France";"Vallée du Rhône";"Tavel";"";"Bouteille";"";"";;"";"";;;;;"";"6717a954-a838-4027-9747-65b5caa5c847";"";"289ceb30-8a31-4bcc-9539-a241916658a5";""
